"row_unique","Reference_ID","Data_ID","Environmental_condition","General_response","Response","Specific_response","Environmental_metric","General_Disease","Disease","Pathogen","Transmission","Transmission_type","Pathogen_genus","vector","Principal_reservoir","Specific_scale","General_Stats_Method","Statistical_method","N.value","temp_altered","Type","Linear_Nonlinear","R.squared","Value","Lower","Upper","Error","Std._error","P.value_general","P.value_specific","Direction","Direction_statement","DOI","Continent","Country","Location","Latitude_","Longitude","Study_period","Date_published","Dummy","lag_period_months","Notes","Journal","Journal_5yr_Impact","measure","n_method","es","se","weight","sample.size","var","ci.lo","ci.hi","X","Y","bio1.1981.2010","bio12.1981.2010","bio1.2041.2070.gfdl.ssp126","bio12.2041.2070.gfdl.ssp126","bio1.2041.2070.gfdl.ssp370","bio12.2041.2070.gfdl.ssp370","bio1.2041.2070.gfdl.ssp585","bio12.2041.2070.gfdl.ssp585","bio1.2041.2070.ipsl.ssp126","bio12.2041.2070.ipsl.ssp126","bio1.2041.2070.ipsl.ssp370","bio12.2041.2070.ipsl.ssp370","bio1.2041.2070.ipsl.ssp585","bio12.2041.2070.ipsl.ssp585","bio1.2041.2070.mpi.ssp126","bio12.2041.2070.mpi.ssp126","bio1.2041.2070.mpi.ssp370","bio12.2041.2070.mpi.ssp370","bio1.2041.2070.mpi.ssp585","bio12.2041.2070.mpi.ssp585","bio1.2041.2070.mri.ssp126","bio12.2041.2070.mri.ssp126","bio1.2041.2070.mri.ssp370","bio12.2041.2070.mri.ssp370","bio1.2041.2070.mri.ssp585","bio12.2041.2070.mri.ssp585","bio1.2041.2070.ukesm1.ssp126","bio12.2041.2070.ukesm1.ssp126","bio1.2041.2070.ukesm1.ssp370","bio12.2041.2070.ukesm1.ssp370","bio1.2041.2070.ukesm1.ssp585","bio12.2041.2070.ukesm1.ssp585","bio1.diff.gfdl.ssp126","bio1.diff.gfdl.ssp370","bio1.diff.gfdl.ssp585","bio1.diff.ipsl.ssp126","bio1.diff.ipsl.ssp370","bio1.diff.ipsl.ssp585","bio1.diff.mpi.ssp126","bio1.diff.mpi.ssp370","bio1.diff.mpi.ssp585","bio1.diff.mri.ssp126","bio1.diff.mri.ssp370","bio1.diff.mri.ssp585","bio1.diff.ukesm1.ssp126","bio1.diff.ukesm1.ssp370","bio1.diff.ukesm1.ssp585","bio12.diff.gfdl.ssp126","bio12.diff.gfdl.ssp370","bio12.diff.gfdl.ssp585","bio12.diff.ipsl.ssp126","bio12.diff.ipsl.ssp370","bio12.diff.ipsl.ssp585","bio12.diff.mpi.ssp126","bio12.diff.mpi.ssp370","bio12.diff.mpi.ssp585","bio12.diff.mri.ssp126","bio12.diff.mri.ssp370","bio12.diff.mri.ssp585","bio12.diff.ukesm1.ssp126","bio12.diff.ukesm1.ssp370","bio12.diff.ukesm1.ssp585","bio1.positive.prop","bio1.negative.prop","bio12.positive.prop","bio12.negative.prop","bio1.greater_than_2","bio1.greater_than_15","bio1.greater_than_1","bio1.greater_than_05","bio1.less_than_05","bio1.less_than_1","bio1.less_than_15","bio1.less_than_2","bio12.greater_than_100","bio12.greater_than_50","bio12.greater_than_25","bio12.less_than_minus_100","bio12.less_than_minus_50","bio12.less_than_minus_25","bio12.between_minus_50_and_50","bio12.between_minus_100_and_100","bio12.between_minus_25_and_25","bio1_most_frequent_2","bio1_most_frequent_15","bio1_most_frequent_1","bio1_most_frequent_05","bio12_most_frequent_100cat","bio12_most_frequent_50cat","bio12_most_frequent_25cat","es_cat"
"R249","111","X419","Humidity","Human disease incidence","Incidence","Cases","Monthly mean relative","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","GL(M)M","Negative binomial regression",96,NA,"Percent change","Linear",NA,-0.45,-1.33,0.45,"95% Confidence",NA,">0.05","0.33","decrease","Abstract","10.1186/1471-2334-14-139","Asia","China","Guangzhou","23.128993999999999",113.25325,"2006-2012",2014,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,"g",14,-0.00883459996353369,0.204125157099681,23.9997620600407,96,0.0416670797609693,-0.408912556217488,0.391243356290421,113.25325,23.128994,22.95,2066.1,24.45,2254.4,24.65,2183.8,25.05,2141.7,24.45,2219.2,24.95,2039.3,25.45,2099.8,24.15,2338.4,24.45,2086.5,24.95,2216.5,24.35,2494.4,24.55,2180.6,25.35,2298.2,25.2500000000001,2268.2,26.35,2197.7,26.7500000000001,2266.2,1.5,1.7,2.1,1.5,2,2.5,1.2,1.5,2,1.4,1.6,2.4,2.3000000000001,3.4,3.8000000000001,188.3,117.7,75.5999999999999,153.1,-26.8,33.7000000000003,272.3,20.4000000000001,150.4,428.3,114.5,232.1,202.1,131.6,200.1,15,0,14,1,6,10,15,15,0,0,5,9,11,12,13,0,0,1,3,4,1,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 > 100","bio12 > 50","bio12 > 25","No effect"
"R248","111","X418","Precipitation","Human disease incidence","Incidence","Cases","Monthly total","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","GL(M)M","Negative binomial regression",96,NA,"Percent change","Linear",NA,0.05,0.03,0.08,"95% Confidence",NA,"<0.0001","0","increase","Abstract","10.1186/1471-2334-14-139","Asia","China","Guangzhou","23.128993999999999",113.25325,"2006-2012",2014,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,"g",14,0.000981612401896693,0.204124157723907,23.9999970624996,96,0.0416666717664943,-0.399094385111534,0.401057609915327,113.25325,23.128994,22.95,2066.1,24.45,2254.4,24.65,2183.8,25.05,2141.7,24.45,2219.2,24.95,2039.3,25.45,2099.8,24.15,2338.4,24.45,2086.5,24.95,2216.5,24.35,2494.4,24.55,2180.6,25.35,2298.2,25.2500000000001,2268.2,26.35,2197.7,26.7500000000001,2266.2,1.5,1.7,2.1,1.5,2,2.5,1.2,1.5,2,1.4,1.6,2.4,2.3000000000001,3.4,3.8000000000001,188.3,117.7,75.5999999999999,153.1,-26.8,33.7000000000003,272.3,20.4000000000001,150.4,428.3,114.5,232.1,202.1,131.6,200.1,15,0,14,1,6,10,15,15,0,0,5,9,11,12,13,0,0,1,3,4,1,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 > 100","bio12 > 50","bio12 > 25","No effect"
"R247","111","X417","Temperature","Human disease incidence","Incidence","Cases","Monthly mean","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","GL(M)M","Negative binomial regression",96,NA,"Percent change","Linear",NA,15.61,14,17.24,"95% Confidence",NA,"<0.0001","0","increase","Abstract","10.1186/1471-2334-14-139","Asia","China","Guangzhou","23.128993999999999",113.25325,"2006-2012",2014,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,"g",14,0.310262785436344,0.205368341411581,23.7100794154945,96,0.0421761556541436,-0.0922517672950798,0.712777338167768,113.25325,23.128994,22.95,2066.1,24.45,2254.4,24.65,2183.8,25.05,2141.7,24.45,2219.2,24.95,2039.3,25.45,2099.8,24.15,2338.4,24.45,2086.5,24.95,2216.5,24.35,2494.4,24.55,2180.6,25.35,2298.2,25.2500000000001,2268.2,26.35,2197.7,26.7500000000001,2266.2,1.5,1.7,2.1,1.5,2,2.5,1.2,1.5,2,1.4,1.6,2.4,2.3000000000001,3.4,3.8000000000001,188.3,117.7,75.5999999999999,153.1,-26.8,33.7000000000003,272.3,20.4000000000001,150.4,428.3,114.5,232.1,202.1,131.6,200.1,15,0,14,1,6,10,15,15,0,0,5,9,11,12,13,0,0,1,3,4,1,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 > 100","bio12 > 50","bio12 > 25","Positive effect (g > 0.2)"
"R321","130","X496","Humidity","Human disease incidence","Incidence","Incidence","Monthly mean relative","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,-0.243,NA,NA,NA,NA,"<0.01",NA,"decrease","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","Northwest","24.789041000000001",120.962792,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,-0.497826156282067,0.189399359791299,NA,120,0.035872117489354,-0.869048901473013,-0.126603411091121,120.962792,24.789041,22.7500000000001,1933.6,24.15,2049.3,24.65,2064.4,24.85,2042.1,24.15,1876.4,24.55,1698.9,25.05,1767.5,23.7500000000001,2082.9,24.35,1918.3,24.55,1998.9,24.2500000000001,2151.9,24.45,1961.1,24.85,2046.4,24.95,1977.1,25.85,1890.2,26.15,1870,1.3999999999999,1.8999999999999,2.0999999999999,1.3999999999999,1.7999999999999,2.2999999999999,1,1.5999999999999,1.7999999999999,1.5,1.6999999999999,2.0999999999999,2.1999999999999,3.0999999999999,3.3999999999999,115.7,130.8,108.5,-57.1999999999998,-234.7,-166.1,149.3,-15.3,65.3000000000002,218.3,27.5,112.8,43.5,-43.3999999999999,-63.5999999999999,15,0,9,6,6,11,14,15,0,1,4,9,6,7,9,2,4,5,4,7,1,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","Negative effect (g < -0.2)"
"R328","130","X503","Temperature","Human disease incidence","Incidence","Incidence","Monthly mean","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,-0.176,NA,NA,NA,NA,">0.05",NA,"decrease","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","Northeast","24.729557",121.762056,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,-0.355304201188132,0.186635710339683,NA,120,0.0348328883739981,-0.721110193453911,0.0105017910776464,121.762056,24.729557,22.85,3950,24.2500000000001,4184.1,24.7500000000001,4212,24.95,4167.9,24.2500000000001,3791.6,24.65,3561.6,25.05,3656.6,23.7500000000001,4206.9,24.35,4038.8,24.55,3959.4,24.2500000000001,4112.3,24.45,3810.3,24.95,3715.9,24.95,3950.1,25.95,3804,26.15,3789.3,1.4000000000001,1.9000000000001,2.1,1.4000000000001,1.8,2.2,0.900000000000098,1.5,1.7,1.4000000000001,1.6,2.1,2.1,3.1,3.3,234.1,262,217.9,-158.4,-388.4,-293.4,256.9,88.8000000000002,9.40000000000009,162.3,-139.7,-234.1,0.099999999999909,-146,-160.7,15,0,8,7,6,10,14,15,0,1,5,9,5,6,6,7,7,7,2,3,2,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 < -100","bio12 < -50","bio12 < -25","Negative effect (g < -0.2)"
"R330","130","X505","Humidity","Human disease incidence","Incidence","Incidence","Monthly mean relative","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,-0.1,NA,NA,NA,NA,">0.05",NA,"decrease","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","Northeast","24.729557",121.762056,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,-0.199727260102468,0.184647917283944,NA,120,0.0340948533572981,-0.561637177978997,0.162182657774062,121.762056,24.729557,22.85,3950,24.2500000000001,4184.1,24.7500000000001,4212,24.95,4167.9,24.2500000000001,3791.6,24.65,3561.6,25.05,3656.6,23.7500000000001,4206.9,24.35,4038.8,24.55,3959.4,24.2500000000001,4112.3,24.45,3810.3,24.95,3715.9,24.95,3950.1,25.95,3804,26.15,3789.3,1.4000000000001,1.9000000000001,2.1,1.4000000000001,1.8,2.2,0.900000000000098,1.5,1.7,1.4000000000001,1.6,2.1,2.1,3.1,3.3,234.1,262,217.9,-158.4,-388.4,-293.4,256.9,88.8000000000002,9.40000000000009,162.3,-139.7,-234.1,0.099999999999909,-146,-160.7,15,0,8,7,6,10,14,15,0,1,5,9,5,6,6,7,7,7,2,3,2,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 < -100","bio12 < -50","bio12 < -25","No effect"
"R320","130","X495","Precipitation","Human disease incidence","Incidence","Incidence","Monthly total","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,-0.09,NA,NA,NA,NA,">0.05",NA,"decrease","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","Northwest","24.789041000000001",120.962792,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,-0.179582290254709,0.184470984523821,NA,120,0.0340295441311877,-0.541145419921398,0.18198083941198,120.962792,24.789041,22.7500000000001,1933.6,24.15,2049.3,24.65,2064.4,24.85,2042.1,24.15,1876.4,24.55,1698.9,25.05,1767.5,23.7500000000001,2082.9,24.35,1918.3,24.55,1998.9,24.2500000000001,2151.9,24.45,1961.1,24.85,2046.4,24.95,1977.1,25.85,1890.2,26.15,1870,1.3999999999999,1.8999999999999,2.0999999999999,1.3999999999999,1.7999999999999,2.2999999999999,1,1.5999999999999,1.7999999999999,1.5,1.6999999999999,2.0999999999999,2.1999999999999,3.0999999999999,3.3999999999999,115.7,130.8,108.5,-57.1999999999998,-234.7,-166.1,149.3,-15.3,65.3000000000002,218.3,27.5,112.8,43.5,-43.3999999999999,-63.5999999999999,15,0,9,6,6,11,14,15,0,1,4,9,6,7,9,2,4,5,4,7,1,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","No effect"
"R318","130","X493","Humidity","Human disease incidence","Incidence","Incidence","Monthly mean relative","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,-0.09,NA,NA,NA,NA,">0.05",NA,"decrease","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","North","25.077283000000001",121.620187,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,-0.179582290254709,0.184470984523821,NA,120,0.0340295441311877,-0.541145419921398,0.18198083941198,121.620187,25.077283,22.45,3389.7,23.85,3564.5,24.35,3566.7,24.55,3589.8,23.7500000000001,3244.6,24.2500000000001,3043,24.65,3132.3,23.45,3606.9,23.95,3433.2,24.15,3447.5,23.85,3615.3,24.05,3315.4,24.55,3289.9,24.55,3386.4,25.55,3287.1,25.7500000000001,3234.4,1.4,1.9,2.1,1.3000000000001,1.8000000000001,2.2,1,1.5,1.7,1.4,1.6,2.1,2.1,3.1,3.3000000000001,174.8,177,200.1,-145.1,-346.7,-257.4,217.2,43.5,57.8000000000002,225.6,-74.2999999999997,-99.7999999999997,-3.29999999999973,-102.6,-155.3,15,0,7,8,6,10,14,15,0,1,5,9,5,6,7,5,7,7,2,5,1,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 > 100","bio12 < -50","bio12 > 25","No effect"
"R333","130","X508","Humidity","Human disease incidence","Incidence","Incidence","Monthly mean relative","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,-0.08,NA,NA,NA,NA,">0.05",NA,"decrease","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","Southeast","23.345217999999999",121.440576,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,-0.159492085616815,0.184313106641705,NA,120,0.0339713212799166,-0.520745774634557,0.201761603400927,121.440576,23.345218,21.85,3510,23.15,3715.9,23.65,3772,23.85,3589,23.05,3512.6,23.45,3355.2,23.85,3310.2,22.7500000000001,3746.1,23.35,3530.5,23.45,3471.8,23.05,3652.5,23.2500000000001,3407.1,23.7500000000001,3320.2,23.7500000000001,3873.7,24.7500000000001,3861.3,25.05,3644.5,1.3,1.8,2,1.2,1.6,2,0.900000000000098,1.5,1.6,1.2,1.4000000000001,1.9000000000001,1.9000000000001,2.9000000000001,3.2,205.9,262,79,2.59999999999991,-154.8,-199.8,236.1,20.5,-38.1999999999998,142.5,-102.9,-189.8,363.7,351.3,134.5,15,0,10,5,2,9,14,15,0,1,6,13,7,8,8,4,4,5,3,4,2,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 > 100","bio12 > 50","bio12 > 25","No effect"
"R329","130","X504","Precipitation","Human disease incidence","Incidence","Incidence","Monthly total","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,-0.07,NA,NA,NA,NA,">0.05",NA,"decrease","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","Northeast","24.729557",121.762056,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,-0.139450353173964,0.18417413873637,NA,120,0.0339201133792836,-0.500431665097249,0.221530958749321,121.762056,24.729557,22.85,3950,24.2500000000001,4184.1,24.7500000000001,4212,24.95,4167.9,24.2500000000001,3791.6,24.65,3561.6,25.05,3656.6,23.7500000000001,4206.9,24.35,4038.8,24.55,3959.4,24.2500000000001,4112.3,24.45,3810.3,24.95,3715.9,24.95,3950.1,25.95,3804,26.15,3789.3,1.4000000000001,1.9000000000001,2.1,1.4000000000001,1.8,2.2,0.900000000000098,1.5,1.7,1.4000000000001,1.6,2.1,2.1,3.1,3.3,234.1,262,217.9,-158.4,-388.4,-293.4,256.9,88.8000000000002,9.40000000000009,162.3,-139.7,-234.1,0.099999999999909,-146,-160.7,15,0,8,7,6,10,14,15,0,1,5,9,5,6,6,7,7,7,2,3,2,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 < -100","bio12 < -50","bio12 < -25","No effect"
"R317","130","X492","Precipitation","Human disease incidence","Incidence","Incidence","Monthly total","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,-0.02,NA,NA,NA,NA,">0.05",NA,"decrease","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","North","25.077283000000001",121.620187,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,-0.0397531743600309,0.18375911348404,NA,120,0.0337674117884405,-0.39992103678875,0.320414688068689,121.620187,25.077283,22.45,3389.7,23.85,3564.5,24.35,3566.7,24.55,3589.8,23.7500000000001,3244.6,24.2500000000001,3043,24.65,3132.3,23.45,3606.9,23.95,3433.2,24.15,3447.5,23.85,3615.3,24.05,3315.4,24.55,3289.9,24.55,3386.4,25.55,3287.1,25.7500000000001,3234.4,1.4,1.9,2.1,1.3000000000001,1.8000000000001,2.2,1,1.5,1.7,1.4,1.6,2.1,2.1,3.1,3.3000000000001,174.8,177,200.1,-145.1,-346.7,-257.4,217.2,43.5,57.8000000000002,225.6,-74.2999999999997,-99.7999999999997,-3.29999999999973,-102.6,-155.3,15,0,7,8,6,10,14,15,0,1,5,9,5,6,7,5,7,7,2,5,1,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 > 100","bio12 < -50","bio12 > 25","No effect"
"R341","130","X516","Precipitation","Human disease incidence","Incidence","Incidence","Monthly total","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,0,NA,NA,NA,NA,">0.05",NA,"no change","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","Matou islands","26.150666059999999",119.9229963,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,0,0.183722357985426,NA,120,0.0337539048237251,-0.360095821651435,0.360095821651435,119.9229963,26.15066606,18.7500000000001,1360,20.35,1439.6,20.7500000000001,1421.4,20.95,1507.7,20.45,1339.5,20.95,1278.5,21.45,1265.5,19.95,1468.7,20.2500000000001,1376.2,20.65,1451.5,20.45,1527.5,20.55,1361.1,21.15,1438.4,21.35,1459.7,22.45,1410.1,22.7500000000001,1410.7,1.5999999999999,2,2.1999999999999,1.6999999999999,2.1999999999999,2.6999999999999,1.1999999999999,1.5,1.8999999999999,1.6999999999999,1.7999999999999,2.3999999999999,2.5999999999999,3.6999999999999,4,79.5999999999999,61.4000000000001,147.7,-20.5,-81.5,-94.5,108.7,16.2,91.5,167.5,1.09999999999991,78.4000000000001,99.7,50.0999999999999,50.7,15,0,12,3,7,13,15,15,0,0,2,8,3,10,10,0,2,2,3,12,3,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","No effect"
"R324","130","X499","Humidity","Human disease incidence","Incidence","Incidence","Monthly mean relative","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,0,NA,NA,NA,NA,">0.05",NA,"no change","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","Central west","23.976187, 120.487671",NA,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,0,0.183722357985426,NA,120,0.0337539048237251,-0.360095821651435,0.360095821651435,121.43,23.692,23.15,3957.5,24.45,4171.6,24.95,4183.1,25.15,4045,24.35,3920.6,24.7500000000001,3757.4,25.15,3699.4,24.05,4272.4,24.65,3972,24.7500000000001,3944.4,24.35,4115.3,24.65,3860.5,25.05,3805.5,25.15,4311.3,26.05,4221.2,26.35,4033,1.3,1.8,2,1.2,1.6000000000001,2,0.900000000000002,1.5,1.6000000000001,1.2,1.5,1.9,2,2.9,3.2,214.1,225.6,87.5,-36.9000000000001,-200.1,-258.1,314.9,14.5,-13.0999999999999,157.8,-97,-152,353.8,263.7,75.5,15,0,9,6,2,9,14,15,0,1,6,13,6,8,8,3,4,5,3,6,2,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 > 100","bio12 > 50","bio12 > 25","No effect"
"R319","130","X494","Temperature","Human disease incidence","Incidence","Incidence","Monthly mean","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,0.016,NA,NA,NA,NA,">0.05",NA,"increase","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","Northwest","24.789041000000001",120.962792,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,0.0318002490363667,0.183745878963372,NA,120,0.0337625480360223,-0.328341673731843,0.391942171804577,120.962792,24.789041,22.7500000000001,1933.6,24.15,2049.3,24.65,2064.4,24.85,2042.1,24.15,1876.4,24.55,1698.9,25.05,1767.5,23.7500000000001,2082.9,24.35,1918.3,24.55,1998.9,24.2500000000001,2151.9,24.45,1961.1,24.85,2046.4,24.95,1977.1,25.85,1890.2,26.15,1870,1.3999999999999,1.8999999999999,2.0999999999999,1.3999999999999,1.7999999999999,2.2999999999999,1,1.5999999999999,1.7999999999999,1.5,1.6999999999999,2.0999999999999,2.1999999999999,3.0999999999999,3.3999999999999,115.7,130.8,108.5,-57.1999999999998,-234.7,-166.1,149.3,-15.3,65.3000000000002,218.3,27.5,112.8,43.5,-43.3999999999999,-63.5999999999999,15,0,9,6,6,11,14,15,0,1,4,9,6,7,9,2,4,5,4,7,1,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","No effect"
"R336","130","X511","Humidity","Human disease incidence","Incidence","Incidence","Monthly mean relative","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,0.08,NA,NA,NA,NA,">0.05",NA,"increase","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","Pescadore islands","23.571169999999999",119.609012,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,0.159492085616815,0.184313106641705,NA,120,0.0339713212799166,-0.201761603400927,0.520745774634557,119.609012,23.57117,23.15,1443.7,24.35,1515.6,24.85,1597.1,25.05,1472.4,24.35,1505.7,24.7500000000001,1372.4,25.15,1355.2,24.05,1585.2,24.55,1406,24.7500000000001,1540.2,24.35,1683.2,24.65,1506,25.05,1633.4,24.95,1708,25.7500000000001,1803.4,25.95,1755,1.2,1.7,1.9,1.2,1.6000000000001,2,0.900000000000002,1.4,1.6000000000001,1.2,1.5,1.9,1.8,2.6000000000001,2.8,71.8999999999999,153.4,28.7,62,-71.3,-88.5,141.5,-37.7,96.5,239.5,62.3,189.7,264.3,359.7,311.3,15,0,12,3,2,9,14,15,0,1,6,13,7,11,12,0,2,3,2,8,0,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","No effect"
"R335","130","X510","Precipitation","Human disease incidence","Incidence","Incidence","Monthly total","Rickettsioses","Scrub typhus","Bacteria","ZVB","Vectored","Rickettsia","Mite","Mammals (multispecies)","1","Correlation","Pearson correlation",120,NA,"Correlation coefficient","Linear",NA,0.15,NA,NA,NA,NA,">0.05",NA,"increase","Abstract","10.1186/1471-2334-13-191","Asia","Taiwan","Pescadore islands","23.571169999999999",119.609012,"2002-2011",2013,1,NA,"N-value is number of months of study","BMC Infectious Diseases",3.147,NA,200,0.301500347916577,0.185824780168111,NA,120,0.034530848924527,-0.0627162212129211,0.665716917046076,119.609012,23.57117,23.15,1443.7,24.35,1515.6,24.85,1597.1,25.05,1472.4,24.35,1505.7,24.7500000000001,1372.4,25.15,1355.2,24.05,1585.2,24.55,1406,24.7500000000001,1540.2,24.35,1683.2,24.65,1506,25.05,1633.4,24.95,1708,25.7500000000001,1803.4,25.95,1755,1.2,1.7,1.9,1.2,1.6000000000001,2,0.900000000000002,1.4,1.6000000000001,1.2,1.5,1.9,1.8,2.6000000000001,2.8,71.8999999999999,153.4,28.7,62,-71.3,-88.5,141.5,-37.7,96.5,239.5,62.3,189.7,264.3,359.7,311.3,15,0,12,3,2,9,14,15,0,1,6,13,7,11,12,0,2,3,2,8,0,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","Positive effect (g > 0.2)"
